observable,formula,experimental,theoretical,deviation_pct,prime_factors,category
H_0,(7^2 × 19^3) / (3^3 × 13^2),73.04,73.65570896340127,0.842975032038966,"num: 7^2 × 19^3, den: 3^3 × 13^2",prime_ratio
H_0,(3^3 × 13^4) / (2^3 × 11^3),73.04,72.42176934635613,0.8464275104653304,"num: 3^3 × 13^4, den: 2^3 × 11^3",prime_ratio
H_0,(5^3 × 19^4) / (11^3 × 13^2),73.04,72.42018947359061,0.8485905345145062,"num: 5^3 × 19^4, den: 11^3 × 13^2",prime_ratio
H_0,(13^2 × 17^1) / (3^1 × 13^1),73.04,73.66666666666667,0.8579773640014582,"num: 13^2 × 17, den: 3 × 13",prime_ratio
H_0,(13^3 × 17^1) / (3^1 × 13^2),73.04,73.66666666666667,0.8579773640014582,"num: 13^3 × 17, den: 3 × 13^2",prime_ratio
H_0,(13^4 × 17^1) / (3^1 × 13^3),73.04,73.66666666666667,0.8579773640014582,"num: 13^4 × 17, den: 3 × 13^3",prime_ratio
H_0,(7^2 × 17^3) / (3^3 × 11^2),73.04,73.68748086929905,0.8864743555572905,"num: 7^2 × 17^3, den: 3^3 × 11^2",prime_ratio
H_0,(3^1 × 17^3) / (2^3 × 5^2),73.04,73.695,0.8967688937568277,"num: 3 × 17^3, den: 2^3 × 5^2",prime_ratio
H_0,(13^2 × 17^2) / (3^3 × 5^2),73.04,72.35703703703703,0.9350533446919153,"num: 13^2 × 17^2, den: 3^3 × 5^2",prime_ratio
H_0,(7^4 × 19^2) / (3^2 × 11^3),73.04,72.3567075715836,0.9355044200662759,"num: 7^4 × 19^2, den: 3^2 × 11^3",prime_ratio
H_0,(5^2 × 17^2) / (2^1 × 7^2),73.04,73.72448979591837,0.9371437512573478,"num: 5^2 × 17^2, den: 2 × 7^2",prime_ratio
H_0,(11^4 × 19^1) / (7^3 × 11^1),73.04,73.72886297376094,0.9431311250834249,"num: 11^4 × 19, den: 7^3 × 11",prime_ratio
H_0,(11^4 × 17^1) / (3^3 × 5^3),73.04,73.74725925925927,0.9683177153056679,"num: 11^4 × 17, den: 3^3 × 5^3",prime_ratio
H_0,(3^4 × 5^2) / (2^2 × 7^1),73.04,72.32142857142857,0.9838053512752419,"num: 3^4 × 5^2, den: 2^2 × 7",prime_ratio
Omega_DE,76/111,0.6847,0.6846846846846847,0.0022367920717525375,76/111,simple_ratio
Omega_DE,63/92,0.6847,0.6847826086956522,0.01206494751748825,63/92,simple_ratio
Omega_DE,63/92,0.6847,0.6847826086956522,0.01206494751748825,126/184,simple_ratio
Omega_DE,89/130,0.6847,0.6846153846153846,0.01235802316567105,89/130,simple_ratio
Omega_DE,102/149,0.6847,0.6845637583892618,0.0198980006920139,102/149,simple_ratio
Omega_DE,113/165,0.6847,0.6848484848484848,0.021686117786598836,113/165,simple_ratio
